rate_id,rate_date,from_currency,to_currency,exchange_rate,created_at
2731,2023-06-23,USD,KRW,1116.953127,2026-03-01 20:26:44
2732,2023-06-24,USD,KRW,1105.156876,2026-03-01 20:26:44
2733,2023-06-25,USD,KRW,1098.964638,2026-03-01 20:26:44
2734,2023-06-26,USD,KRW,1109.999566,2026-03-01 20:26:44
2735,2023-06-27,USD,KRW,1102.569886,2026-03-01 20:26:44
2736,2023-06-28,USD,KRW,1103.648819,2026-03-01 20:26:44
2737,2023-06-29,USD,KRW,1109.468757,2026-03-01 20:26:44
2738,2023-06-30,USD,KRW,1102.189922,2026-03-01 20:26:44
2739,2023-07-01,USD,KRW,1103.240942,2026-03-01 20:26:44
2740,2023-07-02,USD,KRW,1108.655184,2026-03-01 20:26:44
2741,2023-07-03,USD,KRW,1108.712531,2026-03-01 20:26:44
2742,2023-07-04,USD,KRW,1125.468811,2026-03-01 20:26:44
2743,2023-07-05,USD,KRW,1115.666655,2026-03-01 20:26:44
2744,2023-07-06,USD,KRW,1121.851071,2026-03-01 20:26:44
2745,2023-07-07,USD,KRW,1120.821478,2026-03-01 20:26:44
2746,2023-07-08,USD,KRW,1125.343807,2026-03-01 20:26:44
2747,2023-07-09,USD,KRW,1127.9308,2026-03-01 20:26:44
2748,2023-07-10,USD,KRW,1123.595251,2026-03-01 20:26:44
2749,2023-07-11,USD,KRW,1124.927415,2026-03-01 20:26:44
2750,2023-07-12,USD,KRW,1114.025592,2026-03-01 20:26:44
2751,2023-07-13,USD,KRW,1117.533425,2026-03-01 20:26:44
2752,2023-07-14,USD,KRW,1119.263513,2026-03-01 20:26:44
2753,2023-07-15,USD,KRW,1122.995976,2026-03-01 20:26:44
2754,2023-07-16,USD,KRW,1129.217414,2026-03-01 20:26:44
2755,2023-07-17,USD,KRW,1131.376859,2026-03-01 20:26:44
2756,2023-07-18,USD,KRW,1132.238659,2026-03-01 20:26:44
2757,2023-07-19,USD,KRW,1127.013671,2026-03-01 20:26:44
2758,2023-07-20,USD,KRW,1122.80468,2026-03-01 20:26:44
2759,2023-07-21,USD,KRW,1129.785382,2026-03-01 20:26:44
2760,2023-07-22,USD,KRW,1138.295664,2026-03-01 20:26:44
2761,2023-07-23,USD,KRW,1136.862286,2026-03-01 20:26:44
2762,2023-07-24,USD,KRW,1137.120486,2026-03-01 20:26:44
2763,2023-07-25,USD,KRW,1131.73348,2026-03-01 20:26:44
2764,2023-07-26,USD,KRW,1138.686382,2026-03-01 20:26:44
2765,2023-07-27,USD,KRW,1142.643633,2026-03-01 20:26:44
2766,2023-07-28,USD,KRW,1154.297175,2026-03-01 20:26:44
2767,2023-07-29,USD,KRW,1148.986903,2026-03-01 20:26:44
2768,2023-07-30,USD,KRW,1146.700075,2026-03-01 20:26:44
2769,2023-07-31,USD,KRW,1148.074352,2026-03-01 20:26:44
2770,2023-08-01,USD,KRW,1151.950099,2026-03-01 20:26:44
2771,2023-08-02,USD,KRW,1150.634685,2026-03-01 20:26:44
2772,2023-08-03,USD,KRW,1145.373408,2026-03-01 20:26:44
2773,2023-08-04,USD,KRW,1150.654031,2026-03-01 20:26:44
2774,2023-08-05,USD,KRW,1154.98967,2026-03-01 20:26:44
2775,2023-08-06,USD,KRW,1149.447858,2026-03-01 20:26:44
2776,2023-08-07,USD,KRW,1157.615998,2026-03-01 20:26:44
2777,2023-08-08,USD,KRW,1164.712317,2026-03-01 20:26:44
2778,2023-08-09,USD,KRW,1165.515361,2026-03-01 20:26:44
2779,2023-08-10,USD,KRW,1165.985084,2026-03-01 20:26:44
2780,2023-08-11,USD,KRW,1169.355412,2026-03-01 20:26:44
2781,2023-08-12,USD,KRW,1164.077128,2026-03-01 20:26:44
2782,2023-08-13,USD,KRW,1164.244178,2026-03-01 20:26:44
2783,2023-08-14,USD,KRW,1151.185537,2026-03-01 20:26:44
2784,2023-08-15,USD,KRW,1156.462981,2026-03-01 20:26:44
2785,2023-08-16,USD,KRW,1147.033753,2026-03-01 20:26:44
2786,2023-08-17,USD,KRW,1156.079831,2026-03-01 20:26:44
2787,2023-08-18,USD,KRW,1154.068124,2026-03-01 20:26:44
2788,2023-08-19,USD,KRW,1152.77443,2026-03-01 20:26:44
2789,2023-08-20,USD,KRW,1148.977225,2026-03-01 20:26:44
2790,2023-08-21,USD,KRW,1147.230543,2026-03-01 20:26:44
2791,2023-08-22,USD,KRW,1155.764521,2026-03-01 20:26:44
2792,2023-08-23,USD,KRW,1140.796341,2026-03-01 20:26:44
2793,2023-08-24,USD,KRW,1148.431166,2026-03-01 20:26:44
2794,2023-08-25,USD,KRW,1150.449119,2026-03-01 20:26:44
2795,2023-08-26,USD,KRW,1143.188017,2026-03-01 20:26:44
2796,2023-08-27,USD,KRW,1136.756151,2026-03-01 20:26:44
2797,2023-08-28,USD,KRW,1146.75896,2026-03-01 20:26:44
2798,2023-08-29,USD,KRW,1141.082029,2026-03-01 20:26:44
2799,2023-08-30,USD,KRW,1134.198631,2026-03-01 20:26:44
2800,2023-08-31,USD,KRW,1140.954995,2026-03-01 20:26:44
2801,2023-09-01,USD,KRW,1142.962979,2026-03-01 20:26:44
2802,2023-09-02,USD,KRW,1137.349971,2026-03-01 20:26:44
2803,2023-09-03,USD,KRW,1138.624708,2026-03-01 20:26:44
2804,2023-09-04,USD,KRW,1132.512261,2026-03-01 20:26:44
2805,2023-09-05,USD,KRW,1139.040986,2026-03-01 20:26:44
2806,2023-09-06,USD,KRW,1145.370814,2026-03-01 20:26:44
2807,2023-09-07,USD,KRW,1148.548979,2026-03-01 20:26:44
2808,2023-09-08,USD,KRW,1150.709502,2026-03-01 20:26:44
2809,2023-09-09,USD,KRW,1161.35043,2026-03-01 20:26:44
2810,2023-09-10,USD,KRW,1161.332614,2026-03-01 20:26:44
2811,2023-09-11,USD,KRW,1154.15473,2026-03-01 20:26:44
2812,2023-09-12,USD,KRW,1156.857406,2026-03-01 20:26:44
2813,2023-09-13,USD,KRW,1169.542172,2026-03-01 20:26:44
2814,2023-09-14,USD,KRW,1163.330688,2026-03-01 20:26:44
2815,2023-09-15,USD,KRW,1161.115862,2026-03-01 20:26:44
2816,2023-09-16,USD,KRW,1163.633657,2026-03-01 20:26:44
2817,2023-09-17,USD,KRW,1163.289448,2026-03-01 20:26:44
2818,2023-09-18,USD,KRW,1157.307761,2026-03-01 20:26:44
2819,2023-09-19,USD,KRW,1164.107601,2026-03-01 20:26:44
2820,2023-09-20,USD,KRW,1178.314156,2026-03-01 20:26:44
2821,2023-09-21,USD,KRW,1179.508275,2026-03-01 20:26:44
2822,2023-09-22,USD,KRW,1173.923817,2026-03-01 20:26:44
2823,2023-09-23,USD,KRW,1164.428605,2026-03-01 20:26:44
2824,2023-09-24,USD,KRW,1165.986032,2026-03-01 20:26:44
2825,2023-09-25,USD,KRW,1172.726486,2026-03-01 20:26:44
2826,2023-09-26,USD,KRW,1175.630749,2026-03-01 20:26:44
2827,2023-09-27,USD,KRW,1175.599852,2026-03-01 20:26:44
2828,2023-09-28,USD,KRW,1171.963377,2026-03-01 20:26:44
2829,2023-09-29,USD,KRW,1165.266829,2026-03-01 20:26:44
2830,2023-09-30,USD,KRW,1170.353322,2026-03-01 20:26:44
2831,2023-10-01,USD,KRW,1175.948303,2026-03-01 20:26:44
2832,2023-10-02,USD,KRW,1166.456441,2026-03-01 20:26:44
2833,2023-10-03,USD,KRW,1176.18761,2026-03-01 20:26:44
2834,2023-10-04,USD,KRW,1179.711004,2026-03-01 20:26:44
2835,2023-10-05,USD,KRW,1188.368801,2026-03-01 20:26:44
2836,2023-10-06,USD,KRW,1180.033579,2026-03-01 20:26:44
2837,2023-10-07,USD,KRW,1171.611493,2026-03-01 20:26:44
2838,2023-10-08,USD,KRW,1170.682259,2026-03-01 20:26:44
2839,2023-10-09,USD,KRW,1173.751115,2026-03-01 20:26:44
2840,2023-10-10,USD,KRW,1184.823224,2026-03-01 20:26:44
2841,2023-10-11,USD,KRW,1189.193888,2026-03-01 20:26:44
2842,2023-10-12,USD,KRW,1187.668002,2026-03-01 20:26:44
2843,2023-10-13,USD,KRW,1181.288464,2026-03-01 20:26:44
2844,2023-10-14,USD,KRW,1188.901986,2026-03-01 20:26:44
2845,2023-10-15,USD,KRW,1182.897554,2026-03-01 20:26:44
2846,2023-10-16,USD,KRW,1193.00708,2026-03-01 20:26:44
2847,2023-10-17,USD,KRW,1191.216247,2026-03-01 20:26:44
2848,2023-10-18,USD,KRW,1201.158647,2026-03-01 20:26:44
2849,2023-10-19,USD,KRW,1205.418272,2026-03-01 20:26:44
2850,2023-10-20,USD,KRW,1204.537715,2026-03-01 20:26:44
2851,2023-10-21,USD,KRW,1201.250997,2026-03-01 20:26:44
2852,2023-10-22,USD,KRW,1199.092978,2026-03-01 20:26:44
2853,2023-10-23,USD,KRW,1201.767792,2026-03-01 20:26:44
2854,2023-10-24,USD,KRW,1202.236761,2026-03-01 20:26:44
2855,2023-10-25,USD,KRW,1198.489411,2026-03-01 20:26:44
2856,2023-10-26,USD,KRW,1197.434423,2026-03-01 20:26:44
2857,2023-10-27,USD,KRW,1197.910608,2026-03-01 20:26:44
2858,2023-10-28,USD,KRW,1184.620982,2026-03-01 20:26:44
2859,2023-10-29,USD,KRW,1187.449037,2026-03-01 20:26:44
2860,2023-10-30,USD,KRW,1181.359089,2026-03-01 20:26:44
2861,2023-10-31,USD,KRW,1174.232837,2026-03-01 20:26:44
2862,2023-11-01,USD,KRW,1163.891774,2026-03-01 20:26:44
2863,2023-11-02,USD,KRW,1152.998576,2026-03-01 20:26:44
2864,2023-11-03,USD,KRW,1144.831622,2026-03-01 20:26:44
2865,2023-11-04,USD,KRW,1140.575189,2026-03-01 20:26:44
2866,2023-11-05,USD,KRW,1152.28026,2026-03-01 20:26:44
2867,2023-11-06,USD,KRW,1149.097136,2026-03-01 20:26:44
2868,2023-11-07,USD,KRW,1150.150983,2026-03-01 20:26:44
2869,2023-11-08,USD,KRW,1152.548687,2026-03-01 20:26:44
2870,2023-11-09,USD,KRW,1153.323838,2026-03-01 20:26:44
2871,2023-11-10,USD,KRW,1152.840632,2026-03-01 20:26:44
2872,2023-11-11,USD,KRW,1145.634761,2026-03-01 20:26:44
2873,2023-11-12,USD,KRW,1154.352595,2026-03-01 20:26:44
2874,2023-11-13,USD,KRW,1165.307806,2026-03-01 20:26:44
2875,2023-11-14,USD,KRW,1155.073672,2026-03-01 20:26:44
2876,2023-11-15,USD,KRW,1148.883289,2026-03-01 20:26:44
2877,2023-11-16,USD,KRW,1147.186158,2026-03-01 20:26:44
2878,2023-11-17,USD,KRW,1141.393409,2026-03-01 20:26:44
2879,2023-11-18,USD,KRW,1144.404542,2026-03-01 20:26:44
2880,2023-11-19,USD,KRW,1140.034815,2026-03-01 20:26:44
2881,2023-11-20,USD,KRW,1153.011856,2026-03-01 20:26:44
2882,2023-11-21,USD,KRW,1160.203524,2026-03-01 20:26:44
2883,2023-11-22,USD,KRW,1161.479248,2026-03-01 20:26:44
2884,2023-11-23,USD,KRW,1167.723584,2026-03-01 20:26:44
2885,2023-11-24,USD,KRW,1174.48652,2026-03-01 20:26:44
2886,2023-11-25,USD,KRW,1171.008699,2026-03-01 20:26:44
2887,2023-11-26,USD,KRW,1166.000525,2026-03-01 20:26:44
2888,2023-11-27,USD,KRW,1166.461561,2026-03-01 20:26:44
2889,2023-11-28,USD,KRW,1171.718143,2026-03-01 20:26:44
2890,2023-11-29,USD,KRW,1172.555256,2026-03-01 20:26:44
2891,2023-11-30,USD,KRW,1162.900449,2026-03-01 20:26:44
2892,2023-12-01,USD,KRW,1158.008127,2026-03-01 20:26:44
2893,2023-12-02,USD,KRW,1157.543986,2026-03-01 20:26:44
2894,2023-12-03,USD,KRW,1157.069779,2026-03-01 20:26:44
2895,2023-12-04,USD,KRW,1169.062115,2026-03-01 20:26:44
2896,2023-12-05,USD,KRW,1160.595836,2026-03-01 20:26:44
2897,2023-12-06,USD,KRW,1163.655335,2026-03-01 20:26:44
2898,2023-12-07,USD,KRW,1172.744674,2026-03-01 20:26:44
2899,2023-12-08,USD,KRW,1186.75476,2026-03-01 20:26:44
2900,2023-12-09,USD,KRW,1184.229175,2026-03-01 20:26:44
2901,2023-12-10,USD,KRW,1187.262977,2026-03-01 20:26:44
2902,2023-12-11,USD,KRW,1190.792679,2026-03-01 20:26:44
2903,2023-12-12,USD,KRW,1191.995391,2026-03-01 20:26:44
2904,2023-12-13,USD,KRW,1191.362516,2026-03-01 20:26:44
2905,2023-12-14,USD,KRW,1194.067952,2026-03-01 20:26:44
2906,2023-12-15,USD,KRW,1178.329602,2026-03-01 20:26:44
2907,2023-12-16,USD,KRW,1182.527693,2026-03-01 20:26:44
2908,2023-12-17,USD,KRW,1183.292736,2026-03-01 20:26:44
2909,2023-12-18,USD,KRW,1181.899419,2026-03-01 20:26:44
2910,2023-12-19,USD,KRW,1194.613724,2026-03-01 20:26:44
2911,2023-12-20,USD,KRW,1190.384572,2026-03-01 20:26:44
2912,2023-12-21,USD,KRW,1187.859478,2026-03-01 20:26:44
2913,2023-12-22,USD,KRW,1200.290364,2026-03-01 20:26:44
2914,2023-12-23,USD,KRW,1195.057846,2026-03-01 20:26:44
2915,2023-12-24,USD,KRW,1191.605381,2026-03-01 20:26:44
2916,2023-12-25,USD,KRW,1190.672403,2026-03-01 20:26:44
2917,2023-12-26,USD,KRW,1195.907246,2026-03-01 20:26:44
2918,2023-12-27,USD,KRW,1197.192328,2026-03-01 20:26:44
2919,2023-12-28,USD,KRW,1189.103283,2026-03-01 20:26:44
2920,2023-12-29,USD,KRW,1185.779404,2026-03-01 20:26:44
2921,2023-12-30,USD,KRW,1181.99956,2026-03-01 20:26:44
2922,2023-12-31,USD,KRW,1181.505715,2026-03-01 20:26:44
2923,2024-01-01,USD,KRW,1184.125969,2026-03-01 20:26:44
2924,2024-01-02,USD,KRW,1186.70459,2026-03-01 20:26:44
2925,2024-01-03,USD,KRW,1175.707912,2026-03-01 20:26:44
2926,2024-01-04,USD,KRW,1182.257407,2026-03-01 20:26:44
2927,2024-01-05,USD,KRW,1183.805175,2026-03-01 20:26:44
2928,2024-01-06,USD,KRW,1192.399005,2026-03-01 20:26:44
2929,2024-01-07,USD,KRW,1195.158234,2026-03-01 20:26:44
2930,2024-01-08,USD,KRW,1202.051258,2026-03-01 20:26:44
2931,2024-01-09,USD,KRW,1204.973759,2026-03-01 20:26:44
2932,2024-01-10,USD,KRW,1213.47793,2026-03-01 20:26:44
2933,2024-01-11,USD,KRW,1216.782945,2026-03-01 20:26:44
2934,2024-01-12,USD,KRW,1216.142829,2026-03-01 20:26:44
2935,2024-01-13,USD,KRW,1230.677712,2026-03-01 20:26:44
2936,2024-01-14,USD,KRW,1236.400997,2026-03-01 20:26:44
2937,2024-01-15,USD,KRW,1240.102645,2026-03-01 20:26:44
2938,2024-01-16,USD,KRW,1231.828897,2026-03-01 20:26:44
2939,2024-01-17,USD,KRW,1223.533476,2026-03-01 20:26:44
2940,2024-01-18,USD,KRW,1225.392755,2026-03-01 20:26:44
2941,2024-01-19,USD,KRW,1226.309684,2026-03-01 20:26:44
2942,2024-01-20,USD,KRW,1222.357339,2026-03-01 20:26:44
2943,2024-01-21,USD,KRW,1223.242938,2026-03-01 20:26:44
2944,2024-01-22,USD,KRW,1233.440024,2026-03-01 20:26:44
2945,2024-01-23,USD,KRW,1237.920848,2026-03-01 20:26:44
2946,2024-01-24,USD,KRW,1230.532776,2026-03-01 20:26:44
2947,2024-01-25,USD,KRW,1229.797922,2026-03-01 20:26:44
2948,2024-01-26,USD,KRW,1224.610432,2026-03-01 20:26:44
2949,2024-01-27,USD,KRW,1222.111091,2026-03-01 20:26:44
2950,2024-01-28,USD,KRW,1219.451423,2026-03-01 20:26:44
2951,2024-01-29,USD,KRW,1216.389803,2026-03-01 20:26:44
2952,2024-01-30,USD,KRW,1208.408152,2026-03-01 20:26:44
2953,2024-01-31,USD,KRW,1207.584451,2026-03-01 20:26:44
2954,2024-02-01,USD,KRW,1204.029671,2026-03-01 20:26:44
2955,2024-02-02,USD,KRW,1185.692339,2026-03-01 20:26:44
2956,2024-02-03,USD,KRW,1198.485773,2026-03-01 20:26:44
2957,2024-02-04,USD,KRW,1205.318788,2026-03-01 20:26:44
2958,2024-02-05,USD,KRW,1202.930592,2026-03-01 20:26:44
2959,2024-02-06,USD,KRW,1203.032611,2026-03-01 20:26:44
2960,2024-02-07,USD,KRW,1195.660948,2026-03-01 20:26:44
2961,2024-02-08,USD,KRW,1206.30413,2026-03-01 20:26:44
2962,2024-02-09,USD,KRW,1218.326763,2026-03-01 20:26:44
2963,2024-02-10,USD,KRW,1219.309708,2026-03-01 20:26:44
2964,2024-02-11,USD,KRW,1225.84278,2026-03-01 20:26:44
2965,2024-02-12,USD,KRW,1226.95119,2026-03-01 20:26:44
2966,2024-02-13,USD,KRW,1218.379803,2026-03-01 20:26:44
2967,2024-02-14,USD,KRW,1215.73966,2026-03-01 20:26:44
2968,2024-02-15,USD,KRW,1216.562805,2026-03-01 20:26:44
2969,2024-02-16,USD,KRW,1213.655159,2026-03-01 20:26:44
2970,2024-02-17,USD,KRW,1212.250339,2026-03-01 20:26:44
2971,2024-02-18,USD,KRW,1211.653931,2026-03-01 20:26:44
2972,2024-02-19,USD,KRW,1211.12451,2026-03-01 20:26:44
2973,2024-02-20,USD,KRW,1211.439243,2026-03-01 20:26:44
2974,2024-02-21,USD,KRW,1204.716116,2026-03-01 20:26:44
2975,2024-02-22,USD,KRW,1200.186808,2026-03-01 20:26:44
2976,2024-02-23,USD,KRW,1192.127705,2026-03-01 20:26:44
2977,2024-02-24,USD,KRW,1198.228385,2026-03-01 20:26:44
2978,2024-02-25,USD,KRW,1185.078434,2026-03-01 20:26:44
2979,2024-02-26,USD,KRW,1192.239451,2026-03-01 20:26:44
2980,2024-02-27,USD,KRW,1200.905933,2026-03-01 20:26:44
2981,2024-02-28,USD,KRW,1198.991554,2026-03-01 20:26:44
2982,2024-02-29,USD,KRW,1182.749356,2026-03-01 20:26:44
2983,2024-03-01,USD,KRW,1180.4985,2026-03-01 20:26:44
2984,2024-03-02,USD,KRW,1180.085806,2026-03-01 20:26:44
2985,2024-03-03,USD,KRW,1173.843892,2026-03-01 20:26:44
2986,2024-03-04,USD,KRW,1170.666525,2026-03-01 20:26:44
2987,2024-03-05,USD,KRW,1180.064356,2026-03-01 20:26:44
2988,2024-03-06,USD,KRW,1184.162371,2026-03-01 20:26:44
2989,2024-03-07,USD,KRW,1178.429449,2026-03-01 20:26:44
2990,2024-03-08,USD,KRW,1168.600246,2026-03-01 20:26:44
2991,2024-03-09,USD,KRW,1166.585698,2026-03-01 20:26:44
2992,2024-03-10,USD,KRW,1165.267056,2026-03-01 20:26:44
2993,2024-03-11,USD,KRW,1168.281447,2026-03-01 20:26:44
2994,2024-03-12,USD,KRW,1164.996573,2026-03-01 20:26:44
2995,2024-03-13,USD,KRW,1168.103809,2026-03-01 20:26:44
2996,2024-03-14,USD,KRW,1179.979563,2026-03-01 20:26:44
2997,2024-03-15,USD,KRW,1185.01087,2026-03-01 20:26:44
2998,2024-03-16,USD,KRW,1184.696404,2026-03-01 20:26:44
2999,2024-03-17,USD,KRW,1183.545022,2026-03-01 20:26:44
3000,2024-03-18,USD,KRW,1181.321325,2026-03-01 20:26:44
3001,2024-03-19,USD,KRW,1188.627925,2026-03-01 20:26:44
3002,2024-03-20,USD,KRW,1184.715226,2026-03-01 20:26:44
3003,2024-03-21,USD,KRW,1184.979456,2026-03-01 20:26:44
3004,2024-03-22,USD,KRW,1185.280815,2026-03-01 20:26:44
3005,2024-03-23,USD,KRW,1182.155615,2026-03-01 20:26:44
3006,2024-03-24,USD,KRW,1173.677583,2026-03-01 20:26:44
3007,2024-03-25,USD,KRW,1175.647289,2026-03-01 20:26:44
3008,2024-03-26,USD,KRW,1175.255854,2026-03-01 20:26:44
3009,2024-03-27,USD,KRW,1178.321009,2026-03-01 20:26:44
3010,2024-03-28,USD,KRW,1175.018464,2026-03-01 20:26:44
3011,2024-03-29,USD,KRW,1182.534757,2026-03-01 20:26:44
3012,2024-03-30,USD,KRW,1177.104125,2026-03-01 20:26:44
3013,2024-03-31,USD,KRW,1187.683559,2026-03-01 20:26:44
3014,2024-04-01,USD,KRW,1176.852586,2026-03-01 20:26:44
3015,2024-04-02,USD,KRW,1179.51763,2026-03-01 20:26:44
3016,2024-04-03,USD,KRW,1182.440338,2026-03-01 20:26:44
3017,2024-04-04,USD,KRW,1177.510603,2026-03-01 20:26:44
3018,2024-04-05,USD,KRW,1180.113042,2026-03-01 20:26:44
3019,2024-04-06,USD,KRW,1188.026872,2026-03-01 20:26:44
3020,2024-04-07,USD,KRW,1174.30535,2026-03-01 20:26:44
3021,2024-04-08,USD,KRW,1177.38346,2026-03-01 20:26:44
3022,2024-04-09,USD,KRW,1162.10207,2026-03-01 20:26:44
3023,2024-04-10,USD,KRW,1156.227182,2026-03-01 20:26:44
3024,2024-04-11,USD,KRW,1166.113032,2026-03-01 20:26:44
3025,2024-04-12,USD,KRW,1162.551477,2026-03-01 20:26:44
3026,2024-04-13,USD,KRW,1155.414404,2026-03-01 20:26:44
3027,2024-04-14,USD,KRW,1154.202142,2026-03-01 20:26:44
3028,2024-04-15,USD,KRW,1166.747003,2026-03-01 20:26:44
3029,2024-04-16,USD,KRW,1155.598481,2026-03-01 20:26:44
3030,2024-04-17,USD,KRW,1149.241166,2026-03-01 20:26:44
3031,2024-04-18,USD,KRW,1158.268348,2026-03-01 20:26:44
3032,2024-04-19,USD,KRW,1169.569867,2026-03-01 20:26:44
3033,2024-04-20,USD,KRW,1168.920839,2026-03-01 20:26:44
3034,2024-04-21,USD,KRW,1161.348427,2026-03-01 20:26:44
3035,2024-04-22,USD,KRW,1174.142641,2026-03-01 20:26:44
3036,2024-04-23,USD,KRW,1183.96646,2026-03-01 20:26:44
3037,2024-04-24,USD,KRW,1188.165215,2026-03-01 20:26:44
3038,2024-04-25,USD,KRW,1183.10729,2026-03-01 20:26:44
3039,2024-04-26,USD,KRW,1182.787504,2026-03-01 20:26:44
3040,2024-04-27,USD,KRW,1181.778944,2026-03-01 20:26:44
3041,2024-04-28,USD,KRW,1183.811051,2026-03-01 20:26:44
3042,2024-04-29,USD,KRW,1192.819853,2026-03-01 20:26:44
3043,2024-04-30,USD,KRW,1198.306739,2026-03-01 20:26:44
3044,2024-05-01,USD,KRW,1191.55189,2026-03-01 20:26:44
3045,2024-05-02,USD,KRW,1200.151477,2026-03-01 20:26:44
3046,2024-05-03,USD,KRW,1202.103681,2026-03-01 20:26:44
3047,2024-05-04,USD,KRW,1206.418023,2026-03-01 20:26:44
3048,2024-05-05,USD,KRW,1215.697741,2026-03-01 20:26:44
3049,2024-05-06,USD,KRW,1208.628456,2026-03-01 20:26:44
3050,2024-05-07,USD,KRW,1208.385282,2026-03-01 20:26:44
3051,2024-05-08,USD,KRW,1205.012008,2026-03-01 20:26:44
3052,2024-05-09,USD,KRW,1195.147109,2026-03-01 20:26:44
3053,2024-05-10,USD,KRW,1197.301586,2026-03-01 20:26:44
3054,2024-05-11,USD,KRW,1213.128713,2026-03-01 20:26:44
3055,2024-05-12,USD,KRW,1201.484205,2026-03-01 20:26:44
3056,2024-05-13,USD,KRW,1201.264758,2026-03-01 20:26:44
3057,2024-05-14,USD,KRW,1205.282553,2026-03-01 20:26:44
3058,2024-05-15,USD,KRW,1206.04275,2026-03-01 20:26:44
3059,2024-05-16,USD,KRW,1205.312305,2026-03-01 20:26:44
3060,2024-05-17,USD,KRW,1197.127096,2026-03-01 20:26:44
3061,2024-05-18,USD,KRW,1198.570219,2026-03-01 20:26:44
3062,2024-05-19,USD,KRW,1193.815619,2026-03-01 20:26:44
3063,2024-05-20,USD,KRW,1180.193381,2026-03-01 20:26:44
3064,2024-05-21,USD,KRW,1187.579723,2026-03-01 20:26:44
3065,2024-05-22,USD,KRW,1193.53574,2026-03-01 20:26:44
3066,2024-05-23,USD,KRW,1193.842169,2026-03-01 20:26:44
3067,2024-05-24,USD,KRW,1195.258108,2026-03-01 20:26:44
3068,2024-05-25,USD,KRW,1201.981796,2026-03-01 20:26:44
3069,2024-05-26,USD,KRW,1203.377564,2026-03-01 20:26:44
3070,2024-05-27,USD,KRW,1209.06869,2026-03-01 20:26:44
3071,2024-05-28,USD,KRW,1207.170986,2026-03-01 20:26:44
3072,2024-05-29,USD,KRW,1215.472794,2026-03-01 20:26:44
3073,2024-05-30,USD,KRW,1217.498693,2026-03-01 20:26:44
3074,2024-05-31,USD,KRW,1218.719257,2026-03-01 20:26:44
3075,2024-06-01,USD,KRW,1210.627737,2026-03-01 20:26:44
3076,2024-06-02,USD,KRW,1212.430852,2026-03-01 20:26:44
3077,2024-06-03,USD,KRW,1207.146082,2026-03-01 20:26:44
3078,2024-06-04,USD,KRW,1203.103346,2026-03-01 20:26:44
3079,2024-06-05,USD,KRW,1197.963187,2026-03-01 20:26:44
3080,2024-06-06,USD,KRW,1191.279743,2026-03-01 20:26:44
3081,2024-06-07,USD,KRW,1204.586081,2026-03-01 20:26:44
3082,2024-06-08,USD,KRW,1212.992995,2026-03-01 20:26:44
3083,2024-06-09,USD,KRW,1225.230291,2026-03-01 20:26:44
3084,2024-06-10,USD,KRW,1217.396054,2026-03-01 20:26:44
3085,2024-06-11,USD,KRW,1217.833495,2026-03-01 20:26:44
3086,2024-06-12,USD,KRW,1209.599398,2026-03-01 20:26:44
3087,2024-06-13,USD,KRW,1205.186223,2026-03-01 20:26:44
3088,2024-06-14,USD,KRW,1199.391928,2026-03-01 20:26:44
3089,2024-06-15,USD,KRW,1207.182682,2026-03-01 20:26:44
3090,2024-06-16,USD,KRW,1204.665124,2026-03-01 20:26:44
3091,2024-06-17,USD,KRW,1211.404073,2026-03-01 20:26:44
3092,2024-06-18,USD,KRW,1215.224085,2026-03-01 20:26:44
3093,2024-06-19,USD,KRW,1229.948858,2026-03-01 20:26:44
3094,2024-06-20,USD,KRW,1220.444487,2026-03-01 20:26:44
3095,2024-06-21,USD,KRW,1228.498332,2026-03-01 20:26:44
3096,2024-06-22,USD,KRW,1235.875472,2026-03-01 20:26:44
3097,2024-06-23,USD,KRW,1229.577982,2026-03-01 20:26:44
3098,2024-06-24,USD,KRW,1236.059979,2026-03-01 20:26:44
3099,2024-06-25,USD,KRW,1238.219733,2026-03-01 20:26:44
3100,2024-06-26,USD,KRW,1236.729364,2026-03-01 20:26:44
3101,2024-06-27,USD,KRW,1231.390368,2026-03-01 20:26:44
3102,2024-06-28,USD,KRW,1226.747333,2026-03-01 20:26:44
3103,2024-06-29,USD,KRW,1239.963235,2026-03-01 20:26:44
3104,2024-06-30,USD,KRW,1239.950681,2026-03-01 20:26:44
3105,2024-07-01,USD,KRW,1245.020209,2026-03-01 20:26:44
3106,2024-07-02,USD,KRW,1239.859798,2026-03-01 20:26:44
3107,2024-07-03,USD,KRW,1234.792169,2026-03-01 20:26:44
3108,2024-07-04,USD,KRW,1241.788079,2026-03-01 20:26:44
3109,2024-07-05,USD,KRW,1233.030101,2026-03-01 20:26:44
3110,2024-07-06,USD,KRW,1230.336378,2026-03-01 20:26:44
3111,2024-07-07,USD,KRW,1230.538673,2026-03-01 20:26:44
3112,2024-07-08,USD,KRW,1231.239359,2026-03-01 20:26:44
3113,2024-07-09,USD,KRW,1230.068865,2026-03-01 20:26:44
3114,2024-07-10,USD,KRW,1232.603097,2026-03-01 20:26:44
3115,2024-07-11,USD,KRW,1237.064391,2026-03-01 20:26:44
3116,2024-07-12,USD,KRW,1241.813382,2026-03-01 20:26:44
3117,2024-07-13,USD,KRW,1235.405288,2026-03-01 20:26:44
3118,2024-07-14,USD,KRW,1233.552294,2026-03-01 20:26:44
